"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","794","User should be able to checkout and complete purchase","chromium","Wed Mar 26 03:00:55 GMT 2025","passed","Wed Mar 26 03:00:56 GMT 2025","Checkout Swag Lab","checkout.spec.ts","",""
"","430","Check whether product sort option ZA is working correctly","chromium","Wed Mar 26 03:01:00 GMT 2025","passed","Wed Mar 26 03:01:00 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","511","Check user should be able to add an inventory to the cart","chromium","Wed Mar 26 03:01:00 GMT 2025","passed","Wed Mar 26 03:01:01 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","430","Check the login functionality with blank username and password","chromium","Wed Mar 26 03:00:57 GMT 2025","passed","Wed Mar 26 03:00:58 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","426","Check whether product sort option low to high is working correctly","chromium","Wed Mar 26 03:00:59 GMT 2025","passed","Wed Mar 26 03:00:59 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","407","Check the login functionality with some username and blank password","chromium","Wed Mar 26 03:00:58 GMT 2025","passed","Wed Mar 26 03:00:59 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","536","Check user should be able to remove an inventory to the cart","chromium","Wed Mar 26 03:01:01 GMT 2025","passed","Wed Mar 26 03:01:02 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","421","Check the login functionality with invalid usernames and valid passwords","chromium","Wed Mar 26 03:00:57 GMT 2025","passed","Wed Mar 26 03:00:57 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","425","Check whether product sort option high to low is working correctly","chromium","Wed Mar 26 03:00:59 GMT 2025","passed","Wed Mar 26 03:01:00 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","395","Check the login functionality with accepted usernames and passwords","chromium","Wed Mar 26 03:00:56 GMT 2025","passed","Wed Mar 26 03:00:57 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","426","Check whether product sort option AZ is working correctly","chromium","Wed Mar 26 03:01:00 GMT 2025","passed","Wed Mar 26 03:01:00 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","826","User should be able to see added item in my shopping cart page","chromium","Wed Mar 26 03:00:54 GMT 2025","passed","Wed Mar 26 03:00:55 GMT 2025","Cart Swag Lab","cart.spec.ts","",""
"","427","Check the login functionality with blank username and some password","chromium","Wed Mar 26 03:00:58 GMT 2025","passed","Wed Mar 26 03:00:58 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","448","Check the login functionality with valid usernames and invalid passwords","chromium","Wed Mar 26 03:00:57 GMT 2025","passed","Wed Mar 26 03:00:57 GMT 2025","Login to Swag lab page","login.spec.ts","",""
