"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","483","Check the login functionality with blank username and password","chromium","Fri May 02 03:10:55 GMT 2025","passed","Fri May 02 03:10:55 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","886","User should be able to see added item in my shopping cart page","chromium","Fri May 02 03:10:51 GMT 2025","passed","Fri May 02 03:10:52 GMT 2025","Cart Swag Lab","cart.spec.ts","",""
"","425","Check whether product sort option low to high is working correctly","chromium","Fri May 02 03:10:56 GMT 2025","passed","Fri May 02 03:10:56 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","802","User should be able to checkout and complete purchase","chromium","Fri May 02 03:10:52 GMT 2025","passed","Fri May 02 03:10:53 GMT 2025","Checkout Swag Lab","checkout.spec.ts","",""
"","426","Check the login functionality with blank username and some password","chromium","Fri May 02 03:10:55 GMT 2025","passed","Fri May 02 03:10:56 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","540","Check user should be able to remove an inventory to the cart","chromium","Fri May 02 03:10:58 GMT 2025","passed","Fri May 02 03:10:59 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","439","Check the login functionality with valid usernames and invalid passwords","chromium","Fri May 02 03:10:54 GMT 2025","passed","Fri May 02 03:10:54 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","555","Check whether product sort option AZ is working correctly","chromium","Fri May 02 03:10:57 GMT 2025","passed","Fri May 02 03:10:57 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","457","Check whether product sort option high to low is working correctly","chromium","Fri May 02 03:10:56 GMT 2025","passed","Fri May 02 03:10:57 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","439","Check the login functionality with some username and blank password","chromium","Fri May 02 03:10:56 GMT 2025","passed","Fri May 02 03:10:56 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","454","Check the login functionality with accepted usernames and passwords","chromium","Fri May 02 03:10:53 GMT 2025","passed","Fri May 02 03:10:54 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","437","Check whether product sort option ZA is working correctly","chromium","Fri May 02 03:10:57 GMT 2025","passed","Fri May 02 03:10:58 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","469","Check user should be able to add an inventory to the cart","chromium","Fri May 02 03:10:58 GMT 2025","passed","Fri May 02 03:10:58 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","454","Check the login functionality with invalid usernames and valid passwords","chromium","Fri May 02 03:10:54 GMT 2025","passed","Fri May 02 03:10:55 GMT 2025","Login to Swag lab page","login.spec.ts","",""
