"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 28 02:58:05 GMT 2024","Mon Oct 28 02:58:06 GMT 2024","477","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with blank username and some password",""
"passed","Mon Oct 28 02:58:03 GMT 2024","Mon Oct 28 02:58:04 GMT 2024","497","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with accepted usernames and passwords",""
"passed","Mon Oct 28 02:58:08 GMT 2024","Mon Oct 28 02:58:09 GMT 2024","574","chromium","product.spec.ts","Produc Swag Lab","","","Check user should be able to add an inventory to the cart",""
"passed","Mon Oct 28 02:58:04 GMT 2024","Mon Oct 28 02:58:05 GMT 2024","489","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with invalid usernames and valid passwords",""
"passed","Mon Oct 28 02:58:00 GMT 2024","Mon Oct 28 02:58:01 GMT 2024","978","chromium","cart.spec.ts","Cart Swag Lab","","","User should be able to see added item in my shopping cart page",""
"passed","Mon Oct 28 02:58:07 GMT 2024","Mon Oct 28 02:58:07 GMT 2024","507","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option high to low is working correctly",""
"passed","Mon Oct 28 02:58:08 GMT 2024","Mon Oct 28 02:58:08 GMT 2024","512","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option ZA is working correctly",""
"passed","Mon Oct 28 02:58:09 GMT 2024","Mon Oct 28 02:58:10 GMT 2024","638","chromium","product.spec.ts","Produc Swag Lab","","","Check user should be able to remove an inventory to the cart",""
"passed","Mon Oct 28 02:58:04 GMT 2024","Mon Oct 28 02:58:04 GMT 2024","514","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with valid usernames and invalid passwords",""
"passed","Mon Oct 28 02:58:02 GMT 2024","Mon Oct 28 02:58:03 GMT 2024","823","chromium","checkout.spec.ts","Checkout Swag Lab","","","User should be able to checkout and complete purchase",""
"passed","Mon Oct 28 02:58:05 GMT 2024","Mon Oct 28 02:58:05 GMT 2024","497","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with blank username and password",""
"passed","Mon Oct 28 02:58:06 GMT 2024","Mon Oct 28 02:58:07 GMT 2024","532","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option low to high is working correctly",""
"passed","Mon Oct 28 02:58:06 GMT 2024","Mon Oct 28 02:58:06 GMT 2024","505","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with some username and blank password",""
"passed","Mon Oct 28 02:58:07 GMT 2024","Mon Oct 28 02:58:08 GMT 2024","507","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option AZ is working correctly",""
