"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","552","Check user should be able to remove an inventory to the cart","chromium","Fri Nov 29 03:02:29 GMT 2024","passed","Fri Nov 29 03:02:30 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","442","Check whether product sort option high to low is working correctly","chromium","Fri Nov 29 03:02:27 GMT 2024","passed","Fri Nov 29 03:02:28 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","436","Check the login functionality with blank username and password","chromium","Fri Nov 29 03:02:26 GMT 2024","passed","Fri Nov 29 03:02:26 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","424","Check the login functionality with some username and blank password","chromium","Fri Nov 29 03:02:26 GMT 2024","passed","Fri Nov 29 03:02:27 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","439","Check whether product sort option low to high is working correctly","chromium","Fri Nov 29 03:02:27 GMT 2024","passed","Fri Nov 29 03:02:27 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","436","Check the login functionality with invalid usernames and valid passwords","chromium","Fri Nov 29 03:02:25 GMT 2024","passed","Fri Nov 29 03:02:26 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","567","Check whether product sort option ZA is working correctly","chromium","Fri Nov 29 03:02:28 GMT 2024","passed","Fri Nov 29 03:02:29 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","426","Check the login functionality with blank username and some password","chromium","Fri Nov 29 03:02:26 GMT 2024","passed","Fri Nov 29 03:02:26 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","503","Check user should be able to add an inventory to the cart","chromium","Fri Nov 29 03:02:29 GMT 2024","passed","Fri Nov 29 03:02:29 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","455","Check whether product sort option AZ is working correctly","chromium","Fri Nov 29 03:02:28 GMT 2024","passed","Fri Nov 29 03:02:28 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","409","Check the login functionality with accepted usernames and passwords","chromium","Fri Nov 29 03:02:24 GMT 2024","passed","Fri Nov 29 03:02:25 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","780","User should be able to checkout and complete purchase","chromium","Fri Nov 29 03:02:23 GMT 2024","passed","Fri Nov 29 03:02:24 GMT 2024","Checkout Swag Lab","checkout.spec.ts","",""
"","780","User should be able to see added item in my shopping cart page","chromium","Fri Nov 29 03:02:22 GMT 2024","passed","Fri Nov 29 03:02:23 GMT 2024","Cart Swag Lab","cart.spec.ts","",""
"","447","Check the login functionality with valid usernames and invalid passwords","chromium","Fri Nov 29 03:02:25 GMT 2024","passed","Fri Nov 29 03:02:25 GMT 2024","Login to Swag lab page","login.spec.ts","",""
