"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","526","Check whether product sort option high to low is working correctly","chromium","Sun Apr 13 04:09:29 GMT 2025","passed","Sun Apr 13 04:09:29 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","512","Check the login functionality with blank username and some password","chromium","Sun Apr 13 04:09:27 GMT 2025","passed","Sun Apr 13 04:09:28 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","592","Check user should be able to add an inventory to the cart","chromium","Sun Apr 13 04:09:30 GMT 2025","passed","Sun Apr 13 04:09:31 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","513","Check whether product sort option low to high is working correctly","chromium","Sun Apr 13 04:09:28 GMT 2025","passed","Sun Apr 13 04:09:29 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","527","Check whether product sort option AZ is working correctly","chromium","Sun Apr 13 04:09:29 GMT 2025","passed","Sun Apr 13 04:09:30 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","516","Check the login functionality with invalid usernames and valid passwords","chromium","Sun Apr 13 04:09:26 GMT 2025","passed","Sun Apr 13 04:09:27 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","867","User should be able to see added item in my shopping cart page","chromium","Sun Apr 13 04:09:23 GMT 2025","passed","Sun Apr 13 04:09:24 GMT 2025","Cart Swag Lab","cart.spec.ts","",""
"","842","User should be able to checkout and complete purchase","chromium","Sun Apr 13 04:09:24 GMT 2025","passed","Sun Apr 13 04:09:25 GMT 2025","Checkout Swag Lab","checkout.spec.ts","",""
"","497","Check the login functionality with blank username and password","chromium","Sun Apr 13 04:09:27 GMT 2025","passed","Sun Apr 13 04:09:27 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","519","Check the login functionality with valid usernames and invalid passwords","chromium","Sun Apr 13 04:09:26 GMT 2025","passed","Sun Apr 13 04:09:26 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","625","Check user should be able to remove an inventory to the cart","chromium","Sun Apr 13 04:09:31 GMT 2025","passed","Sun Apr 13 04:09:32 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","542","Check the login functionality with some username and blank password","chromium","Sun Apr 13 04:09:28 GMT 2025","passed","Sun Apr 13 04:09:28 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","481","Check the login functionality with accepted usernames and passwords","chromium","Sun Apr 13 04:09:25 GMT 2025","passed","Sun Apr 13 04:09:26 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","517","Check whether product sort option ZA is working correctly","chromium","Sun Apr 13 04:09:30 GMT 2025","passed","Sun Apr 13 04:09:30 GMT 2025","Produc Swag Lab","product.spec.ts","",""
