"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 25 02:55:00 GMT 2024","Fri Oct 25 02:55:01 GMT 2024","905","chromium","checkout.spec.ts","Checkout Swag Lab","","","User should be able to checkout and complete purchase",""
"passed","Fri Oct 25 02:55:04 GMT 2024","Fri Oct 25 02:55:05 GMT 2024","513","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option high to low is working correctly",""
"passed","Fri Oct 25 02:55:06 GMT 2024","Fri Oct 25 02:55:06 GMT 2024","524","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option ZA is working correctly",""
"passed","Fri Oct 25 02:55:01 GMT 2024","Fri Oct 25 02:55:02 GMT 2024","540","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with valid usernames and invalid passwords",""
"passed","Fri Oct 25 02:55:06 GMT 2024","Fri Oct 25 02:55:07 GMT 2024","871","chromium","product.spec.ts","Produc Swag Lab","","","Check user should be able to add an inventory to the cart",""
"passed","Fri Oct 25 02:55:02 GMT 2024","Fri Oct 25 02:55:03 GMT 2024","529","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with blank username and password",""
"passed","Fri Oct 25 02:55:04 GMT 2024","Fri Oct 25 02:55:04 GMT 2024","507","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option low to high is working correctly",""
"passed","Fri Oct 25 02:55:03 GMT 2024","Fri Oct 25 02:55:03 GMT 2024","491","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with blank username and some password",""
"passed","Fri Oct 25 02:55:02 GMT 2024","Fri Oct 25 02:55:02 GMT 2024","520","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with invalid usernames and valid passwords",""
"passed","Fri Oct 25 02:55:05 GMT 2024","Fri Oct 25 02:55:05 GMT 2024","530","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option AZ is working correctly",""
"passed","Fri Oct 25 02:55:07 GMT 2024","Fri Oct 25 02:55:08 GMT 2024","623","chromium","product.spec.ts","Produc Swag Lab","","","Check user should be able to remove an inventory to the cart",""
"passed","Fri Oct 25 02:55:03 GMT 2024","Fri Oct 25 02:55:04 GMT 2024","524","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with some username and blank password",""
"passed","Fri Oct 25 02:54:59 GMT 2024","Fri Oct 25 02:54:59 GMT 2024","907","chromium","cart.spec.ts","Cart Swag Lab","","","User should be able to see added item in my shopping cart page",""
"passed","Fri Oct 25 02:55:01 GMT 2024","Fri Oct 25 02:55:01 GMT 2024","475","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with accepted usernames and passwords",""
