"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","539","Check whether product sort option ZA is working correctly","chromium","Thu Jun 05 03:19:27 GMT 2025","passed","Thu Jun 05 03:19:28 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","552","Check whether product sort option AZ is working correctly","chromium","Thu Jun 05 03:19:27 GMT 2025","passed","Thu Jun 05 03:19:27 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","515","Check the login functionality with blank username and password","chromium","Thu Jun 05 03:19:23 GMT 2025","passed","Thu Jun 05 03:19:24 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","556","Check the login functionality with invalid usernames and valid passwords","chromium","Thu Jun 05 03:19:23 GMT 2025","passed","Thu Jun 05 03:19:23 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","509","Check the login functionality with accepted usernames and passwords","chromium","Thu Jun 05 03:19:22 GMT 2025","passed","Thu Jun 05 03:19:22 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","541","Check whether product sort option high to low is working correctly","chromium","Thu Jun 05 03:19:26 GMT 2025","passed","Thu Jun 05 03:19:27 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","573","Check the login functionality with some username and blank password","chromium","Thu Jun 05 03:19:25 GMT 2025","passed","Thu Jun 05 03:19:26 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","904","User should be able to see added item in my shopping cart page","chromium","Thu Jun 05 03:19:20 GMT 2025","passed","Thu Jun 05 03:19:21 GMT 2025","Cart Swag Lab","cart.spec.ts","",""
"","673","Check user should be able to remove an inventory to the cart","chromium","Thu Jun 05 03:19:28 GMT 2025","passed","Thu Jun 05 03:19:29 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","561","Check the login functionality with valid usernames and invalid passwords","chromium","Thu Jun 05 03:19:22 GMT 2025","passed","Thu Jun 05 03:19:23 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","878","User should be able to checkout and complete purchase","chromium","Thu Jun 05 03:19:21 GMT 2025","passed","Thu Jun 05 03:19:22 GMT 2025","Checkout Swag Lab","checkout.spec.ts","",""
"","640","Check user should be able to add an inventory to the cart","chromium","Thu Jun 05 03:19:28 GMT 2025","passed","Thu Jun 05 03:19:28 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","925","Check the login functionality with blank username and some password","chromium","Thu Jun 05 03:19:24 GMT 2025","passed","Thu Jun 05 03:19:25 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","556","Check whether product sort option low to high is working correctly","chromium","Thu Jun 05 03:19:26 GMT 2025","passed","Thu Jun 05 03:19:26 GMT 2025","Produc Swag Lab","product.spec.ts","",""
