"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 22 21:27:08 GMT 2024","Tue Oct 22 21:27:09 GMT 2024","511","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with blank username and some password",""
"passed","Tue Oct 22 21:27:05 GMT 2024","Tue Oct 22 21:27:06 GMT 2024","861","chromium","checkout.spec.ts","Checkout Swag Lab","","","User should be able to checkout and complete purchase",""
"passed","Tue Oct 22 21:27:06 GMT 2024","Tue Oct 22 21:27:07 GMT 2024","521","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with valid usernames and invalid passwords",""
"passed","Tue Oct 22 21:27:10 GMT 2024","Tue Oct 22 21:27:11 GMT 2024","547","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option AZ is working correctly",""
"passed","Tue Oct 22 21:27:04 GMT 2024","Tue Oct 22 21:27:05 GMT 2024","823","chromium","cart.spec.ts","Cart Swag Lab","","","User should be able to see added item in my shopping cart page",""
"passed","Tue Oct 22 21:27:09 GMT 2024","Tue Oct 22 21:27:10 GMT 2024","522","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option low to high is working correctly",""
"passed","Tue Oct 22 21:27:11 GMT 2024","Tue Oct 22 21:27:12 GMT 2024","556","chromium","product.spec.ts","Produc Swag Lab","","","Check user should be able to add an inventory to the cart",""
"passed","Tue Oct 22 21:27:07 GMT 2024","Tue Oct 22 21:27:08 GMT 2024","529","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with blank username and password",""
"passed","Tue Oct 22 21:27:06 GMT 2024","Tue Oct 22 21:27:06 GMT 2024","491","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with accepted usernames and passwords",""
"passed","Tue Oct 22 21:27:07 GMT 2024","Tue Oct 22 21:27:07 GMT 2024","504","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with invalid usernames and valid passwords",""
"passed","Tue Oct 22 21:27:10 GMT 2024","Tue Oct 22 21:27:10 GMT 2024","516","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option high to low is working correctly",""
"passed","Tue Oct 22 21:27:11 GMT 2024","Tue Oct 22 21:27:11 GMT 2024","619","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option ZA is working correctly",""
"passed","Tue Oct 22 21:27:09 GMT 2024","Tue Oct 22 21:27:09 GMT 2024","507","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with some username and blank password",""
"passed","Tue Oct 22 21:27:12 GMT 2024","Tue Oct 22 21:27:12 GMT 2024","624","chromium","product.spec.ts","Produc Swag Lab","","","Check user should be able to remove an inventory to the cart",""
