"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","443","Check the login functionality with blank username and some password","chromium","Thu Apr 10 03:03:33 GMT 2025","passed","Thu Apr 10 03:03:33 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","440","Check the login functionality with invalid usernames and valid passwords","chromium","Thu Apr 10 03:03:32 GMT 2025","passed","Thu Apr 10 03:03:32 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","750","User should be able to see added item in my shopping cart page","chromium","Thu Apr 10 03:03:29 GMT 2025","passed","Thu Apr 10 03:03:30 GMT 2025","Cart Swag Lab","cart.spec.ts","",""
"","445","Check whether product sort option high to low is working correctly","chromium","Thu Apr 10 03:03:34 GMT 2025","passed","Thu Apr 10 03:03:35 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","535","Check user should be able to add an inventory to the cart","chromium","Thu Apr 10 03:03:36 GMT 2025","passed","Thu Apr 10 03:03:36 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","532","Check user should be able to remove an inventory to the cart","chromium","Thu Apr 10 03:03:36 GMT 2025","passed","Thu Apr 10 03:03:37 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","446","Check the login functionality with blank username and password","chromium","Thu Apr 10 03:03:32 GMT 2025","passed","Thu Apr 10 03:03:33 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","443","Check whether product sort option low to high is working correctly","chromium","Thu Apr 10 03:03:34 GMT 2025","passed","Thu Apr 10 03:03:34 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","461","Check whether product sort option ZA is working correctly","chromium","Thu Apr 10 03:03:35 GMT 2025","passed","Thu Apr 10 03:03:36 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","438","Check the login functionality with some username and blank password","chromium","Thu Apr 10 03:03:33 GMT 2025","passed","Thu Apr 10 03:03:34 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","449","Check the login functionality with valid usernames and invalid passwords","chromium","Thu Apr 10 03:03:32 GMT 2025","passed","Thu Apr 10 03:03:32 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","455","Check whether product sort option AZ is working correctly","chromium","Thu Apr 10 03:03:35 GMT 2025","passed","Thu Apr 10 03:03:35 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","777","User should be able to checkout and complete purchase","chromium","Thu Apr 10 03:03:30 GMT 2025","passed","Thu Apr 10 03:03:31 GMT 2025","Checkout Swag Lab","checkout.spec.ts","",""
"","429","Check the login functionality with accepted usernames and passwords","chromium","Thu Apr 10 03:03:31 GMT 2025","passed","Thu Apr 10 03:03:32 GMT 2025","Login to Swag lab page","login.spec.ts","",""
