"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","774","User should be able to checkout and complete purchase","chromium","Sun Dec 08 03:10:25 GMT 2024","passed","Sun Dec 08 03:10:26 GMT 2024","Checkout Swag Lab","checkout.spec.ts","",""
"","399","Check the login functionality with accepted usernames and passwords","chromium","Sun Dec 08 03:10:26 GMT 2024","passed","Sun Dec 08 03:10:26 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","540","Check user should be able to remove an inventory to the cart","chromium","Sun Dec 08 03:10:30 GMT 2024","passed","Sun Dec 08 03:10:31 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","418","Check whether product sort option ZA is working correctly","chromium","Sun Dec 08 03:10:30 GMT 2024","passed","Sun Dec 08 03:10:30 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","439","Check the login functionality with invalid usernames and valid passwords","chromium","Sun Dec 08 03:10:26 GMT 2024","passed","Sun Dec 08 03:10:27 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","414","Check the login functionality with blank username and password","chromium","Sun Dec 08 03:10:27 GMT 2024","passed","Sun Dec 08 03:10:27 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","505","Check user should be able to add an inventory to the cart","chromium","Sun Dec 08 03:10:30 GMT 2024","passed","Sun Dec 08 03:10:30 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","445","Check whether product sort option AZ is working correctly","chromium","Sun Dec 08 03:10:29 GMT 2024","passed","Sun Dec 08 03:10:30 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","426","Check the login functionality with valid usernames and invalid passwords","chromium","Sun Dec 08 03:10:26 GMT 2024","passed","Sun Dec 08 03:10:26 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","409","Check the login functionality with some username and blank password","chromium","Sun Dec 08 03:10:28 GMT 2024","passed","Sun Dec 08 03:10:28 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","407","Check the login functionality with blank username and some password","chromium","Sun Dec 08 03:10:27 GMT 2024","passed","Sun Dec 08 03:10:28 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","709","User should be able to see added item in my shopping cart page","chromium","Sun Dec 08 03:10:24 GMT 2024","passed","Sun Dec 08 03:10:24 GMT 2024","Cart Swag Lab","cart.spec.ts","",""
"","428","Check whether product sort option low to high is working correctly","chromium","Sun Dec 08 03:10:28 GMT 2024","passed","Sun Dec 08 03:10:29 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","434","Check whether product sort option high to low is working correctly","chromium","Sun Dec 08 03:10:29 GMT 2024","passed","Sun Dec 08 03:10:29 GMT 2024","Produc Swag Lab","product.spec.ts","",""
