"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","457","Check whether product sort option high to low is working correctly","chromium","Fri May 30 03:14:49 GMT 2025","passed","Fri May 30 03:14:50 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","779","User should be able to see added item in my shopping cart page","chromium","Fri May 30 03:14:44 GMT 2025","passed","Fri May 30 03:14:45 GMT 2025","Cart Swag Lab","cart.spec.ts","",""
"","431","Check the login functionality with accepted usernames and passwords","chromium","Fri May 30 03:14:46 GMT 2025","passed","Fri May 30 03:14:46 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","557","Check user should be able to remove an inventory to the cart","chromium","Fri May 30 03:14:51 GMT 2025","passed","Fri May 30 03:14:52 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","458","Check the login functionality with blank username and some password","chromium","Fri May 30 03:14:48 GMT 2025","passed","Fri May 30 03:14:48 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","489","Check the login functionality with invalid usernames and valid passwords","chromium","Fri May 30 03:14:47 GMT 2025","passed","Fri May 30 03:14:47 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","460","Check whether product sort option AZ is working correctly","chromium","Fri May 30 03:14:50 GMT 2025","passed","Fri May 30 03:14:50 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","508","Check user should be able to add an inventory to the cart","chromium","Fri May 30 03:14:51 GMT 2025","passed","Fri May 30 03:14:51 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","449","Check whether product sort option low to high is working correctly","chromium","Fri May 30 03:14:49 GMT 2025","passed","Fri May 30 03:14:49 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","473","Check the login functionality with some username and blank password","chromium","Fri May 30 03:14:48 GMT 2025","passed","Fri May 30 03:14:49 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","466","Check the login functionality with blank username and password","chromium","Fri May 30 03:14:47 GMT 2025","passed","Fri May 30 03:14:48 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","471","Check whether product sort option ZA is working correctly","chromium","Fri May 30 03:14:50 GMT 2025","passed","Fri May 30 03:14:51 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","464","Check the login functionality with valid usernames and invalid passwords","chromium","Fri May 30 03:14:46 GMT 2025","passed","Fri May 30 03:14:47 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","792","User should be able to checkout and complete purchase","chromium","Fri May 30 03:14:45 GMT 2025","passed","Fri May 30 03:14:46 GMT 2025","Checkout Swag Lab","checkout.spec.ts","",""
