"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","469","Check the login functionality with valid usernames and invalid passwords","chromium","Sun Nov 10 02:52:50 GMT 2024","passed","Sun Nov 10 02:52:51 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","448","Check the login functionality with blank username and password","chromium","Sun Nov 10 02:52:51 GMT 2024","passed","Sun Nov 10 02:52:52 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","749","User should be able to see added item in my shopping cart page","chromium","Sun Nov 10 02:52:48 GMT 2024","passed","Sun Nov 10 02:52:49 GMT 2024","Cart Swag Lab","cart.spec.ts","",""
"","440","Check the login functionality with some username and blank password","chromium","Sun Nov 10 02:52:52 GMT 2024","passed","Sun Nov 10 02:52:52 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","556","Check user should be able to remove an inventory to the cart","chromium","Sun Nov 10 02:52:55 GMT 2024","passed","Sun Nov 10 02:52:55 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","464","Check whether product sort option AZ is working correctly","chromium","Sun Nov 10 02:52:53 GMT 2024","passed","Sun Nov 10 02:52:54 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","424","Check the login functionality with accepted usernames and passwords","chromium","Sun Nov 10 02:52:50 GMT 2024","passed","Sun Nov 10 02:52:50 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","811","User should be able to checkout and complete purchase","chromium","Sun Nov 10 02:52:49 GMT 2024","passed","Sun Nov 10 02:52:50 GMT 2024","Checkout Swag Lab","checkout.spec.ts","",""
"","452","Check whether product sort option ZA is working correctly","chromium","Sun Nov 10 02:52:54 GMT 2024","passed","Sun Nov 10 02:52:54 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","446","Check whether product sort option low to high is working correctly","chromium","Sun Nov 10 02:52:53 GMT 2024","passed","Sun Nov 10 02:52:53 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","475","Check whether product sort option high to low is working correctly","chromium","Sun Nov 10 02:52:53 GMT 2024","passed","Sun Nov 10 02:52:53 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","497","Check user should be able to add an inventory to the cart","chromium","Sun Nov 10 02:52:54 GMT 2024","passed","Sun Nov 10 02:52:55 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","456","Check the login functionality with invalid usernames and valid passwords","chromium","Sun Nov 10 02:52:51 GMT 2024","passed","Sun Nov 10 02:52:51 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","439","Check the login functionality with blank username and some password","chromium","Sun Nov 10 02:52:52 GMT 2024","passed","Sun Nov 10 02:52:52 GMT 2024","Login to Swag lab page","login.spec.ts","",""
