"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","422","Check whether product sort option AZ is working correctly","chromium","Sun May 18 03:21:42 GMT 2025","passed","Sun May 18 03:21:43 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","759","User should be able to checkout and complete purchase","chromium","Sun May 18 03:21:38 GMT 2025","passed","Sun May 18 03:21:39 GMT 2025","Checkout Swag Lab","checkout.spec.ts","",""
"","476","Check user should be able to add an inventory to the cart","chromium","Sun May 18 03:21:43 GMT 2025","passed","Sun May 18 03:21:43 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","1039","User should be able to see added item in my shopping cart page","chromium","Sun May 18 03:21:33 GMT 2025","passed","Sun May 18 03:21:35 GMT 2025","Cart Swag Lab","cart.spec.ts","",""
"","424","Check the login functionality with some username and blank password","chromium","Sun May 18 03:21:41 GMT 2025","passed","Sun May 18 03:21:41 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","442","Check whether product sort option low to high is working correctly","chromium","Sun May 18 03:21:41 GMT 2025","passed","Sun May 18 03:21:42 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","416","Check the login functionality with blank username and some password","chromium","Sun May 18 03:21:40 GMT 2025","passed","Sun May 18 03:21:41 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","448","Check the login functionality with invalid usernames and valid passwords","chromium","Sun May 18 03:21:40 GMT 2025","passed","Sun May 18 03:21:40 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","422","Check whether product sort option high to low is working correctly","chromium","Sun May 18 03:21:42 GMT 2025","passed","Sun May 18 03:21:42 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","418","Check whether product sort option ZA is working correctly","chromium","Sun May 18 03:21:43 GMT 2025","passed","Sun May 18 03:21:43 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","470","Check the login functionality with valid usernames and invalid passwords","chromium","Sun May 18 03:21:39 GMT 2025","passed","Sun May 18 03:21:39 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","435","Check the login functionality with blank username and password","chromium","Sun May 18 03:21:40 GMT 2025","passed","Sun May 18 03:21:40 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","411","Check the login functionality with accepted usernames and passwords","chromium","Sun May 18 03:21:39 GMT 2025","passed","Sun May 18 03:21:39 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","507","Check user should be able to remove an inventory to the cart","chromium","Sun May 18 03:21:43 GMT 2025","passed","Sun May 18 03:21:44 GMT 2025","Produc Swag Lab","product.spec.ts","",""
