"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 27 02:57:35 GMT 2024","Sun Oct 27 02:57:35 GMT 2024","440","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with accepted usernames and passwords",""
"passed","Sun Oct 27 02:57:38 GMT 2024","Sun Oct 27 02:57:38 GMT 2024","455","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option high to low is working correctly",""
"passed","Sun Oct 27 02:57:33 GMT 2024","Sun Oct 27 02:57:33 GMT 2024","781","chromium","cart.spec.ts","Cart Swag Lab","","","User should be able to see added item in my shopping cart page",""
"passed","Sun Oct 27 02:57:39 GMT 2024","Sun Oct 27 02:57:40 GMT 2024","516","chromium","product.spec.ts","Produc Swag Lab","","","Check user should be able to add an inventory to the cart",""
"passed","Sun Oct 27 02:57:39 GMT 2024","Sun Oct 27 02:57:39 GMT 2024","471","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option ZA is working correctly",""
"passed","Sun Oct 27 02:57:40 GMT 2024","Sun Oct 27 02:57:40 GMT 2024","557","chromium","product.spec.ts","Produc Swag Lab","","","Check user should be able to remove an inventory to the cart",""
"passed","Sun Oct 27 02:57:36 GMT 2024","Sun Oct 27 02:57:36 GMT 2024","445","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with blank username and password",""
"passed","Sun Oct 27 02:57:36 GMT 2024","Sun Oct 27 02:57:37 GMT 2024","428","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with blank username and some password",""
"passed","Sun Oct 27 02:57:36 GMT 2024","Sun Oct 27 02:57:36 GMT 2024","460","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with invalid usernames and valid passwords",""
"passed","Sun Oct 27 02:57:37 GMT 2024","Sun Oct 27 02:57:38 GMT 2024","459","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option low to high is working correctly",""
"passed","Sun Oct 27 02:57:38 GMT 2024","Sun Oct 27 02:57:39 GMT 2024","480","chromium","product.spec.ts","Produc Swag Lab","","","Check whether product sort option AZ is working correctly",""
"passed","Sun Oct 27 02:57:35 GMT 2024","Sun Oct 27 02:57:36 GMT 2024","464","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with valid usernames and invalid passwords",""
"passed","Sun Oct 27 02:57:37 GMT 2024","Sun Oct 27 02:57:37 GMT 2024","441","chromium","login.spec.ts","Login to Swag lab page","","","Check the login functionality with some username and blank password",""
"passed","Sun Oct 27 02:57:34 GMT 2024","Sun Oct 27 02:57:35 GMT 2024","809","chromium","checkout.spec.ts","Checkout Swag Lab","","","User should be able to checkout and complete purchase",""
