"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","444","Check whether product sort option high to low is working correctly","chromium","Thu Mar 06 02:57:18 GMT 2025","passed","Thu Mar 06 02:57:18 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","409","Check the login functionality with blank username and some password","chromium","Thu Mar 06 02:57:16 GMT 2025","passed","Thu Mar 06 02:57:17 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","396","Check the login functionality with some username and blank password","chromium","Thu Mar 06 02:57:17 GMT 2025","passed","Thu Mar 06 02:57:17 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","383","Check the login functionality with accepted usernames and passwords","chromium","Thu Mar 06 02:57:15 GMT 2025","passed","Thu Mar 06 02:57:15 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","478","Check user should be able to add an inventory to the cart","chromium","Thu Mar 06 02:57:19 GMT 2025","passed","Thu Mar 06 02:57:19 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","429","Check the login functionality with valid usernames and invalid passwords","chromium","Thu Mar 06 02:57:15 GMT 2025","passed","Thu Mar 06 02:57:16 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","523","Check user should be able to remove an inventory to the cart","chromium","Thu Mar 06 02:57:20 GMT 2025","passed","Thu Mar 06 02:57:20 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","760","User should be able to checkout and complete purchase","chromium","Thu Mar 06 02:57:14 GMT 2025","passed","Thu Mar 06 02:57:15 GMT 2025","Checkout Swag Lab","checkout.spec.ts","",""
"","409","Check the login functionality with blank username and password","chromium","Thu Mar 06 02:57:16 GMT 2025","passed","Thu Mar 06 02:57:16 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","444","Check whether product sort option AZ is working correctly","chromium","Thu Mar 06 02:57:18 GMT 2025","passed","Thu Mar 06 02:57:19 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","407","Check whether product sort option low to high is working correctly","chromium","Thu Mar 06 02:57:17 GMT 2025","passed","Thu Mar 06 02:57:18 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","422","Check whether product sort option ZA is working correctly","chromium","Thu Mar 06 02:57:19 GMT 2025","passed","Thu Mar 06 02:57:19 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","405","Check the login functionality with invalid usernames and valid passwords","chromium","Thu Mar 06 02:57:16 GMT 2025","passed","Thu Mar 06 02:57:16 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","664","User should be able to see added item in my shopping cart page","chromium","Thu Mar 06 02:57:13 GMT 2025","passed","Thu Mar 06 02:57:14 GMT 2025","Cart Swag Lab","cart.spec.ts","",""
