"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","786","User should be able to checkout and complete purchase","chromium","Sat Dec 28 02:48:27 GMT 2024","passed","Sat Dec 28 02:48:27 GMT 2024","Checkout Swag Lab","checkout.spec.ts","",""
"","429","Check whether product sort option high to low is working correctly","chromium","Sat Dec 28 02:48:31 GMT 2024","passed","Sat Dec 28 02:48:31 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","434","Check whether product sort option low to high is working correctly","chromium","Sat Dec 28 02:48:30 GMT 2024","passed","Sat Dec 28 02:48:31 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","780","User should be able to see added item in my shopping cart page","chromium","Sat Dec 28 02:48:25 GMT 2024","passed","Sat Dec 28 02:48:26 GMT 2024","Cart Swag Lab","cart.spec.ts","",""
"","439","Check the login functionality with invalid usernames and valid passwords","chromium","Sat Dec 28 02:48:28 GMT 2024","passed","Sat Dec 28 02:48:29 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","442","Check whether product sort option ZA is working correctly","chromium","Sat Dec 28 02:48:31 GMT 2024","passed","Sat Dec 28 02:48:32 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","490","Check user should be able to add an inventory to the cart","chromium","Sat Dec 28 02:48:32 GMT 2024","passed","Sat Dec 28 02:48:32 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","526","Check user should be able to remove an inventory to the cart","chromium","Sat Dec 28 02:48:32 GMT 2024","passed","Sat Dec 28 02:48:33 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","430","Check the login functionality with blank username and password","chromium","Sat Dec 28 02:48:29 GMT 2024","passed","Sat Dec 28 02:48:29 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","425","Check the login functionality with accepted usernames and passwords","chromium","Sat Dec 28 02:48:27 GMT 2024","passed","Sat Dec 28 02:48:28 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","440","Check the login functionality with blank username and some password","chromium","Sat Dec 28 02:48:29 GMT 2024","passed","Sat Dec 28 02:48:30 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","430","Check the login functionality with valid usernames and invalid passwords","chromium","Sat Dec 28 02:48:28 GMT 2024","passed","Sat Dec 28 02:48:28 GMT 2024","Login to Swag lab page","login.spec.ts","",""
"","437","Check whether product sort option AZ is working correctly","chromium","Sat Dec 28 02:48:31 GMT 2024","passed","Sat Dec 28 02:48:31 GMT 2024","Produc Swag Lab","product.spec.ts","",""
"","425","Check the login functionality with some username and blank password","chromium","Sat Dec 28 02:48:30 GMT 2024","passed","Sat Dec 28 02:48:30 GMT 2024","Login to Swag lab page","login.spec.ts","",""
