"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","419","Check the login functionality with valid usernames and invalid passwords","chromium","Sat May 31 03:13:34 GMT 2025","passed","Sat May 31 03:13:34 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","416","Check whether product sort option ZA is working correctly","chromium","Sat May 31 03:13:37 GMT 2025","passed","Sat May 31 03:13:38 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","398","Check whether product sort option low to high is working correctly","chromium","Sat May 31 03:13:36 GMT 2025","passed","Sat May 31 03:13:36 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","410","Check whether product sort option high to low is working correctly","chromium","Sat May 31 03:13:36 GMT 2025","passed","Sat May 31 03:13:37 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","407","Check the login functionality with blank username and some password","chromium","Sat May 31 03:13:35 GMT 2025","passed","Sat May 31 03:13:35 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","409","Check the login functionality with blank username and password","chromium","Sat May 31 03:13:35 GMT 2025","passed","Sat May 31 03:13:35 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","372","Check the login functionality with accepted usernames and passwords","chromium","Sat May 31 03:13:33 GMT 2025","passed","Sat May 31 03:13:34 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","409","Check the login functionality with invalid usernames and valid passwords","chromium","Sat May 31 03:13:34 GMT 2025","passed","Sat May 31 03:13:35 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","409","Check the login functionality with some username and blank password","chromium","Sat May 31 03:13:35 GMT 2025","passed","Sat May 31 03:13:36 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","721","User should be able to see added item in my shopping cart page","chromium","Sat May 31 03:13:31 GMT 2025","passed","Sat May 31 03:13:32 GMT 2025","Cart Swag Lab","cart.spec.ts","",""
"","766","User should be able to checkout and complete purchase","chromium","Sat May 31 03:13:33 GMT 2025","passed","Sat May 31 03:13:33 GMT 2025","Checkout Swag Lab","checkout.spec.ts","",""
"","411","Check whether product sort option AZ is working correctly","chromium","Sat May 31 03:13:37 GMT 2025","passed","Sat May 31 03:13:37 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","505","Check user should be able to remove an inventory to the cart","chromium","Sat May 31 03:13:38 GMT 2025","passed","Sat May 31 03:13:39 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","479","Check user should be able to add an inventory to the cart","chromium","Sat May 31 03:13:38 GMT 2025","passed","Sat May 31 03:13:38 GMT 2025","Produc Swag Lab","product.spec.ts","",""
