"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","530","Check whether product sort option ZA is working correctly","chromium","Wed May 07 03:13:41 GMT 2025","passed","Wed May 07 03:13:41 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","521","Check whether product sort option low to high is working correctly","chromium","Wed May 07 03:13:39 GMT 2025","passed","Wed May 07 03:13:39 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","540","Check whether product sort option AZ is working correctly","chromium","Wed May 07 03:13:40 GMT 2025","passed","Wed May 07 03:13:41 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","538","Check the login functionality with invalid usernames and valid passwords","chromium","Wed May 07 03:13:37 GMT 2025","passed","Wed May 07 03:13:37 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","580","Check user should be able to add an inventory to the cart","chromium","Wed May 07 03:13:41 GMT 2025","passed","Wed May 07 03:13:42 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","940","User should be able to see added item in my shopping cart page","chromium","Wed May 07 03:13:33 GMT 2025","passed","Wed May 07 03:13:34 GMT 2025","Cart Swag Lab","cart.spec.ts","",""
"","535","Check whether product sort option high to low is working correctly","chromium","Wed May 07 03:13:39 GMT 2025","passed","Wed May 07 03:13:40 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","500","Check the login functionality with accepted usernames and passwords","chromium","Wed May 07 03:13:36 GMT 2025","passed","Wed May 07 03:13:36 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","542","Check the login functionality with valid usernames and invalid passwords","chromium","Wed May 07 03:13:36 GMT 2025","passed","Wed May 07 03:13:37 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","511","Check the login functionality with blank username and password","chromium","Wed May 07 03:13:37 GMT 2025","passed","Wed May 07 03:13:38 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","527","Check the login functionality with blank username and some password","chromium","Wed May 07 03:13:38 GMT 2025","passed","Wed May 07 03:13:38 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","624","Check user should be able to remove an inventory to the cart","chromium","Wed May 07 03:13:42 GMT 2025","passed","Wed May 07 03:13:42 GMT 2025","Produc Swag Lab","product.spec.ts","",""
"","522","Check the login functionality with some username and blank password","chromium","Wed May 07 03:13:38 GMT 2025","passed","Wed May 07 03:13:39 GMT 2025","Login to Swag lab page","login.spec.ts","",""
"","914","User should be able to checkout and complete purchase","chromium","Wed May 07 03:13:35 GMT 2025","passed","Wed May 07 03:13:36 GMT 2025","Checkout Swag Lab","checkout.spec.ts","",""
